================ Training Loss (Sat Feb  6 01:34:03 2021) ================
(epoch: 1, iters: 100, time: 1.288, data: 0.061) D_A: 0.282 G_A: 0.446 cycle_A: 1.218 idt_A: 0.942 D_B: 0.415 G_B: 0.493 cycle_B: 1.955 idt_B: 0.497 
(epoch: 1, iters: 200, time: 1.302, data: 0.001) D_A: 0.276 G_A: 0.288 cycle_A: 1.298 idt_A: 0.572 D_B: 0.401 G_B: 0.644 cycle_B: 1.134 idt_B: 0.670 
(epoch: 1, iters: 300, time: 1.305, data: 0.001) D_A: 0.247 G_A: 0.442 cycle_A: 2.935 idt_A: 1.695 D_B: 0.201 G_B: 0.581 cycle_B: 3.238 idt_B: 1.454 
(epoch: 1, iters: 400, time: 1.477, data: 0.001) D_A: 0.272 G_A: 0.402 cycle_A: 1.463 idt_A: 0.670 D_B: 0.338 G_B: 0.344 cycle_B: 1.358 idt_B: 0.830 
(epoch: 1, iters: 500, time: 1.311, data: 0.001) D_A: 0.243 G_A: 0.372 cycle_A: 1.642 idt_A: 0.477 D_B: 0.340 G_B: 0.231 cycle_B: 0.955 idt_B: 0.880 
(epoch: 1, iters: 600, time: 1.328, data: 0.001) D_A: 0.472 G_A: 0.469 cycle_A: 1.661 idt_A: 0.429 D_B: 0.218 G_B: 0.330 cycle_B: 1.145 idt_B: 0.732 
(epoch: 1, iters: 700, time: 1.324, data: 0.001) D_A: 0.303 G_A: 0.509 cycle_A: 2.740 idt_A: 0.801 D_B: 0.199 G_B: 0.210 cycle_B: 1.518 idt_B: 1.256 
(epoch: 1, iters: 800, time: 1.501, data: 0.001) D_A: 0.390 G_A: 0.298 cycle_A: 1.950 idt_A: 0.654 D_B: 0.317 G_B: 0.241 cycle_B: 1.365 idt_B: 1.045 
(epoch: 1, iters: 900, time: 1.327, data: 0.001) D_A: 0.229 G_A: 0.558 cycle_A: 1.777 idt_A: 0.387 D_B: 0.117 G_B: 0.449 cycle_B: 0.903 idt_B: 0.524 
(epoch: 1, iters: 1000, time: 1.324, data: 0.001) D_A: 0.219 G_A: 0.273 cycle_A: 1.184 idt_A: 1.466 D_B: 0.111 G_B: 0.600 cycle_B: 3.101 idt_B: 0.491 
(epoch: 1, iters: 1100, time: 1.327, data: 0.001) D_A: 0.261 G_A: 0.361 cycle_A: 1.623 idt_A: 0.866 D_B: 0.187 G_B: 0.295 cycle_B: 2.038 idt_B: 0.460 
(epoch: 1, iters: 1200, time: 1.489, data: 0.001) D_A: 0.198 G_A: 0.330 cycle_A: 1.630 idt_A: 0.594 D_B: 0.332 G_B: 0.384 cycle_B: 1.406 idt_B: 0.652 
(epoch: 2, iters: 100, time: 1.323, data: 0.064) D_A: 0.230 G_A: 0.348 cycle_A: 2.047 idt_A: 1.113 D_B: 0.208 G_B: 0.187 cycle_B: 2.142 idt_B: 0.761 
(epoch: 2, iters: 200, time: 1.324, data: 0.001) D_A: 0.261 G_A: 0.258 cycle_A: 1.122 idt_A: 0.395 D_B: 0.257 G_B: 0.323 cycle_B: 0.890 idt_B: 0.473 
(epoch: 2, iters: 300, time: 1.323, data: 0.001) D_A: 0.263 G_A: 0.252 cycle_A: 1.648 idt_A: 0.634 D_B: 0.228 G_B: 0.228 cycle_B: 1.417 idt_B: 0.603 
(epoch: 2, iters: 400, time: 1.510, data: 0.001) D_A: 0.225 G_A: 0.406 cycle_A: 1.285 idt_A: 0.483 D_B: 0.145 G_B: 0.331 cycle_B: 1.082 idt_B: 0.583 
(epoch: 2, iters: 500, time: 1.337, data: 0.001) D_A: 0.478 G_A: 0.826 cycle_A: 2.702 idt_A: 1.201 D_B: 0.368 G_B: 0.371 cycle_B: 2.983 idt_B: 1.033 
(epoch: 2, iters: 600, time: 1.326, data: 0.001) D_A: 0.146 G_A: 0.362 cycle_A: 1.588 idt_A: 0.706 D_B: 0.132 G_B: 0.504 cycle_B: 1.448 idt_B: 0.514 
(epoch: 2, iters: 700, time: 1.331, data: 0.002) D_A: 0.257 G_A: 0.225 cycle_A: 1.113 idt_A: 0.453 D_B: 0.251 G_B: 0.476 cycle_B: 1.050 idt_B: 0.411 
